Timestamp,Normalized X,Normalized Y,On Screen,Awake,Blinking,Blinks,Score
1700401680.920565,1329.2307692307693,-0.0,True,False,True,0,23
1700401681.110592,1772.3076923076924,720.0,True,False,True,0,24
1700401681.310817,-0.0,-360.0,True,False,True,0,25
1700401681.5148642,1329.2307692307693,-360.0,True,False,True,0,26
1700401681.712171,3840.0,2520.0,False,False,True,0,25
1700401681.909683,1181.5384615384614,-360.0,True,False,True,0,26
1700401682.1082501,1772.3076923076924,-360.0,True,False,True,0,27
1700401682.311452,1033.8461538461538,-4320.0,False,False,True,0,26
1700401682.514703,2510.769230769231,-2520.0,False,False,True,0,25
1700401682.721929,2363.076923076923,-3600.0,False,False,True,0,24
1700401682.916266,-590.7692307692307,-2520.0,False,False,True,0,23
1700401683.112911,3101.5384615384614,-2880.0,False,False,True,0,22
1700401683.3124568,1772.3076923076924,-1080.0,True,False,True,0,23
1700401683.510923,-3840.0,-1080.0,False,False,True,0,22
1700401683.714064,-2658.4615384615386,-3600.0,False,False,True,0,21
1700401683.916233,-1772.3076923076924,-3600.0,False,False,True,0,20
1700401684.117104,-1476.923076923077,-2520.0,False,False,True,0,19
1700401684.312335,-1624.6153846153845,-1440.0,False,False,True,0,18
