Timestamp,Normalized X,Normalized Y,On Screen,Awake
1700344794.3365304,1152.0,360.0,True,True
1700344794.3944957,1152.0,360.0,True,True
1700344794.4584963,1152.0,360.0,True,True
1700344794.5244882,1152.0,360.0,True,True
1700344794.5884953,1152.0,360.0,True,True
1700344794.6504867,1152.0,360.0,True,True
1700344794.7125413,1152.0,360.0,True,True
1700344794.7756116,2304.0,360.0,False,True
1700344794.836623,2688.0,360.0,False,True
1700344794.9015918,2304.0,0.0,False,True
1700344794.9654863,2304.0,0.0,False,True
1700344795.0265863,2304.0,0.0,False,True
1700344795.0944867,2688.0,0.0,False,True
1700344795.16149,2688.0,0.0,False,True
1700344795.228543,2688.0,0.0,False,True
1700344795.2924898,2688.0,0.0,False,True
1700344795.363542,2688.0,0.0,False,True
1700344795.4225929,2304.0,0.0,False,True
1700344795.4896116,2688.0,0.0,False,True
1700344795.5545878,2688.0,0.0,False,True
1700344795.6156025,2688.0,0.0,False,True
1700344795.6774993,2304.0,0.0,False,True
1700344795.7455225,2688.0,360.0,False,True
1700344795.8014941,2688.0,360.0,False,True
1700344795.8586204,2688.0,0.0,False,True
1700344795.919616,2688.0,0.0,False,True
1700344795.9894962,2304.0,0.0,False,True
1700344796.0515535,2688.0,0.0,False,True
1700344796.1136477,2688.0,0.0,False,True
1700344796.1794903,2304.0,0.0,False,True
1700344796.2396119,2688.0,0.0,False,True
1700344796.3026104,2304.0,-360.0,False,True
1700344796.3805513,2304.0,0.0,False,True
1700344796.456542,2304.0,0.0,False,True
1700344796.5275269,2304.0,0.0,False,True
1700344796.595498,2304.0,0.0,False,True
1700344796.6554942,2304.0,0.0,False,True
1700344796.7155056,2304.0,0.0,False,True
1700344796.7746012,2304.0,0.0,False,True
1700344796.8356206,2304.0,0.0,False,True
1700344796.8965943,2304.0,0.0,False,True
1700344796.962614,2304.0,0.0,False,True
1700344797.0266106,2304.0,0.0,False,True
1700344797.095489,2304.0,0.0,False,True
1700344797.154595,2304.0,0.0,False,True
1700344797.217641,2304.0,-360.0,False,True
1700344797.2814865,2688.0,0.0,False,True
1700344797.3416023,2304.0,360.0,False,True
1700344797.4085734,2688.0,0.0,False,True
1700344797.4726064,2688.0,0.0,False,True
1700344797.535486,2304.0,0.0,False,True
1700344797.5984864,2304.0,360.0,False,True
1700344797.6614861,2688.0,360.0,False,True
1700344797.7284863,2304.0,0.0,False,True
1700344797.7895536,2304.0,0.0,False,True
