Timestamp,Normalized X,Normalized Y,On Screen,Awake
1700346426.1784081,-0.0,1080.0,True,False
1700346426.2424386,-240.0,540.0,False,False
1700346426.3094077,-0.0,540.0,True,False
1700346426.3764439,-0.0,540.0,True,False
1700346426.4564087,240.0,1620.0,False,False
1700346426.5224562,240.0,1080.0,True,False
1700346426.5954175,720.0,1080.0,True,False
1700346426.6673973,-720.0,1620.0,False,False
1700346426.737414,480.0,540.0,True,False
1700346426.8054252,480.0,1620.0,False,False
1700346426.8844104,720.0,1620.0,False,False
1700346426.9555006,480.0,1080.0,True,False
1700346427.023398,480.0,1080.0,True,False
1700346427.0984175,480.0,1080.0,True,False
1700346427.1763997,480.0,1080.0,True,False
1700346427.2514946,480.0,1080.0,True,False
1700346427.3244152,-0.0,1080.0,True,False
1700346427.4014099,240.0,0.0,True,True
1700346427.4734383,240.0,540.0,True,True
1700346427.5514128,240.0,0.0,True,True
1700346427.6264095,240.0,0.0,True,True
1700346427.6944892,240.0,0.0,True,True
1700346427.7624133,240.0,540.0,True,True
1700346427.8354068,240.0,0.0,True,True
1700346427.9054542,480.0,0.0,True,True
1700346427.9764102,480.0,0.0,True,True
1700346428.0454102,240.0,0.0,True,True
1700346428.1174972,480.0,0.0,True,True
1700346428.1814113,240.0,540.0,True,True
1700346428.2484019,240.0,0.0,True,True
1700346428.3174949,240.0,0.0,True,True
1700346428.3904119,720.0,0.0,True,True
1700346428.461407,1200.0,540.0,True,True
1700346428.5294173,1440.0,0.0,True,True
1700346428.5994973,1200.0,-540.0,False,True
1700346428.6685128,1200.0,0.0,True,True
1700346428.7424023,720.0,0.0,True,True
1700346428.8204148,720.0,0.0,True,True
1700346430.5941112,1440.0,0.0,True,True
1700346430.6590173,1680.0,0.0,True,True
1700346430.7240689,1440.0,0.0,True,True
1700346430.7891276,1440.0,540.0,True,True
1700346430.851029,1440.0,540.0,True,True
1700346430.914101,1440.0,540.0,True,True
1700346430.9800198,1200.0,0.0,True,True
1700346431.042042,1440.0,0.0,True,True
1700346431.108005,1200.0,0.0,True,True
1700346431.1721053,1440.0,0.0,True,True
1700346431.2380054,1440.0,0.0,True,True
1700346431.306016,1200.0,540.0,True,True
1700346431.3750155,1200.0,540.0,True,True
1700346431.444023,1440.0,540.0,True,True
1700346431.5100226,1200.0,540.0,True,True
1700346431.5770059,1200.0,540.0,True,True
1700346431.651042,1200.0,0.0,True,True
1700346431.7260423,1200.0,540.0,True,True
1700346431.7910225,1200.0,0.0,True,True
1700346431.8580172,1200.0,540.0,True,True
1700346431.926032,1440.0,0.0,True,True
1700346432.0000064,1200.0,540.0,True,True
1700346432.0760174,1200.0,0.0,True,True
1700346432.142102,720.0,0.0,True,True
1700346432.2070177,720.0,-540.0,False,True
1700346432.2730138,720.0,-540.0,False,True
1700346432.3520172,240.0,-1080.0,False,True
1700346432.4240444,240.0,-540.0,False,True
1700346432.4890268,480.0,0.0,True,True
1700346432.558018,240.0,540.0,True,True
1700346432.6250398,240.0,0.0,True,True
1700346432.6920414,720.0,1080.0,True,True
1700346432.758051,960.0,1080.0,True,True
1700346432.8270156,720.0,1620.0,False,True
1700346432.9010425,720.0,1080.0,True,True
1700346432.9710197,720.0,1080.0,True,True
1700346433.046025,720.0,1080.0,True,True
1700346433.1270149,960.0,1620.0,False,True
1700346433.20102,720.0,1620.0,False,True
1700346433.2690175,720.0,1080.0,True,True
1700346433.3351033,720.0,1080.0,True,True
1700346433.4120593,720.0,1620.0,False,True
1700346433.479097,720.0,1080.0,True,True
1700346433.546005,720.0,1080.0,True,True
1700346433.6111073,720.0,1620.0,False,True
1700346433.6790197,720.0,540.0,True,True
1700346433.745021,720.0,1080.0,True,True
1700346433.8120158,720.0,1620.0,False,True
1700346433.8860369,720.0,1620.0,False,True
1700346433.9530218,720.0,1080.0,True,True
1700346434.0230393,960.0,1080.0,True,True
1700346434.094017,720.0,1620.0,False,True
1700346434.1601088,480.0,1620.0,False,True
1700346434.2380152,720.0,1080.0,True,True
1700346434.3040423,720.0,1080.0,True,True
1700346434.367014,720.0,1080.0,True,True
1700346434.4290462,720.0,1080.0,True,True
1700346434.4950244,720.0,1080.0,True,True
1700346434.5720181,720.0,1080.0,True,True
1700346434.6411016,-240.0,540.0,False,True
1700346434.709095,-240.0,1080.0,False,True
1700346434.7790053,720.0,540.0,True,True
1700346437.432854,960.0,0.0,True,True
1700346437.5009372,1200.0,-540.0,False,True
1700346437.5578442,1440.0,-540.0,False,True
1700346439.2948756,960.0,540.0,True,True
1700346439.366923,960.0,0.0,True,True
1700346439.425843,1200.0,0.0,True,True
1700346439.4888499,2400.0,1080.0,False,True
1700346439.5529375,2640.0,540.0,False,True
1700346441.3838406,1200.0,0.0,True,True
1700346441.4548528,1680.0,540.0,True,True
1700346441.5289116,1440.0,540.0,True,True
1700346441.5988412,1440.0,540.0,True,True
1700346441.6709094,1680.0,1080.0,True,True
1700346441.7368476,1680.0,0.0,True,True
1700346442.0018587,960.0,1620.0,False,True
1700346442.0768423,1200.0,1620.0,False,True
1700346442.2308443,720.0,2160.0,False,True
1700346442.5378432,960.0,2700.0,False,True
1700346442.606859,960.0,2160.0,False,True
1700346442.6748574,720.0,2160.0,False,True
1700346442.7418456,720.0,1620.0,False,True
1700346442.816847,720.0,1620.0,False,True
1700346442.8889444,960.0,1620.0,False,True
1700346442.963937,1200.0,2160.0,False,True
1700346443.033851,1200.0,1080.0,True,True
1700346443.1138465,1200.0,1080.0,True,True
1700346443.1889417,960.0,1620.0,False,True
1700346443.2548513,720.0,2160.0,False,True
1700346443.3788412,960.0,2160.0,False,True
1700346443.4409437,1200.0,0.0,True,True
1700346443.4468522,960.0,1620.0,False,True
1700346443.522843,1200.0,0.0,True,True
1700346443.5278463,960.0,1620.0,False,True
1700346443.5978441,1200.0,0.0,True,True
1700346443.6668437,1200.0,540.0,True,True
1700346443.7408442,1200.0,1080.0,True,True
1700346443.8089077,1200.0,540.0,True,True
1700346443.8148408,240.0,1080.0,True,True
1700346443.8938563,960.0,540.0,True,True
1700346443.96493,960.0,540.0,True,True
1700346444.039857,960.0,540.0,True,True
1700346444.1148436,960.0,540.0,True,True
1700346444.1839292,1200.0,1080.0,True,False
1700346444.2508442,720.0,1080.0,True,False
1700346444.323843,1200.0,540.0,True,False
1700346444.3928506,1200.0,0.0,True,True
1700346444.465847,1200.0,540.0,True,True
1700346444.5448866,960.0,0.0,True,True
1700346444.6108618,960.0,540.0,True,True
1700346444.6839492,720.0,540.0,True,True
1700346444.7508426,720.0,0.0,True,True
1700346444.8178506,720.0,540.0,True,True
1700346444.8849137,960.0,540.0,True,True
1700346444.9518435,1200.0,1080.0,True,True
1700346445.0248966,960.0,1080.0,True,True
1700346445.0918443,960.0,1080.0,True,True
1700346445.1608448,960.0,1080.0,True,True
1700346445.227846,960.0,1080.0,True,True
1700346445.2938428,960.0,1080.0,True,True
1700346445.3019314,720.0,1080.0,True,True
1700346445.3738575,960.0,1080.0,True,True
1700346445.3798733,1200.0,1080.0,True,True
1700346445.4448533,960.0,1080.0,True,True
1700346445.4498403,720.0,540.0,True,True
1700346445.5149367,960.0,1080.0,True,True
1700346445.52086,720.0,1080.0,True,True
1700346445.5878525,720.0,1080.0,True,True
1700346445.59384,960.0,1080.0,True,True
1700346445.6668777,720.0,1080.0,True,True
1700346445.6709473,960.0,1080.0,True,True
1700346445.742853,1200.0,540.0,True,True
1700346445.7488503,480.0,2160.0,False,True
1700346445.8188417,960.0,1080.0,True,True
1700346445.8258414,240.0,1080.0,True,True
1700346445.9048834,720.0,0.0,True,True
1700346445.910944,480.0,1080.0,True,True
1700346445.9828923,720.0,540.0,True,True
1700346445.986942,960.0,1080.0,True,True
1700346446.0608435,960.0,1080.0,True,True
1700346446.0678508,960.0,540.0,True,True
1700346446.1338422,960.0,540.0,True,True
1700346446.138944,960.0,1620.0,False,True
1700346446.2068505,960.0,1080.0,True,True
1700346446.211937,720.0,540.0,True,True
1700346446.2818422,960.0,1080.0,True,True
1700346446.2888412,720.0,540.0,True,True
1700346446.3548424,960.0,0.0,True,True
1700346446.3599398,960.0,540.0,True,True
1700346446.4329314,1200.0,0.0,True,True
1700346446.4388618,720.0,1080.0,True,True
1700346446.5098479,720.0,1080.0,True,True
1700346446.5158434,1200.0,540.0,True,True
1700346446.5829296,1200.0,540.0,True,True
1700346446.5889437,960.0,1620.0,False,True
1700346446.6588428,960.0,540.0,True,True
1700346446.6658843,960.0,1080.0,True,True
1700346446.7388513,960.0,1080.0,True,True
1700346446.7438424,960.0,1620.0,False,True
1700346446.819849,1200.0,0.0,True,True
1700346446.8268514,960.0,1080.0,True,True
1700346446.9028535,960.0,540.0,True,True
1700346446.9099152,960.0,540.0,True,True
1700346446.9859486,960.0,540.0,True,True
1700346446.9948528,720.0,540.0,True,True
1700346447.068851,960.0,1080.0,True,True
1700346447.0748503,960.0,540.0,True,True
1700346447.1468542,1200.0,1080.0,True,True
1700346447.1528418,1200.0,1080.0,True,True
1700346447.3179276,1200.0,0.0,True,True
1700346447.3238413,960.0,540.0,True,True
1700346447.4618409,1200.0,0.0,True,True
1700346447.4679677,960.0,1080.0,True,True
1700346447.5409331,1200.0,540.0,True,True
1700346447.5480177,960.0,1080.0,True,True
1700346447.636862,1200.0,0.0,True,True
1700346447.6438513,960.0,540.0,True,True
1700346447.727842,1200.0,540.0,True,True
1700346447.7348862,960.0,540.0,True,True
1700346447.807843,1200.0,540.0,True,True
1700346447.8148694,960.0,540.0,True,True
1700346447.9028416,720.0,1080.0,True,True
1700346447.9079826,1920.0,1620.0,False,True
1700346447.9838407,960.0,540.0,True,True
1700346447.9889169,720.0,1080.0,True,True
1700346448.0588417,960.0,540.0,True,True
1700346448.0648527,720.0,540.0,True,True
1700346448.1378424,960.0,0.0,True,True
1700346448.1438808,480.0,540.0,True,True
1700346448.2178404,720.0,540.0,True,True
1700346448.2228422,720.0,540.0,True,True
1700346448.2918534,960.0,540.0,True,True
1700346448.2978413,720.0,1620.0,False,True
1700346448.3668413,720.0,540.0,True,True
1700346448.4368887,720.0,1080.0,True,True
