Timestamp,Normalized X,Normalized Y,On Screen,Awake,Blinking,Blinks,Score
1700406503.678747,320.0,675.0,True,False,True,0,99
1700406503.876141,1280.0,0.0,True,False,True,0,98
1700406504.074015,-640.0,405.0,True,False,True,0,97
1700406504.277638,960.0,0.0,True,False,True,0,96
1700406504.475599,1920.0,270.0,True,False,True,0,95
1700406504.6779242,3200.0,270.0,False,False,True,0,93
1700406504.878059,5120.0,-135.0,False,False,True,0,91
1700406505.076206,5760.0,540.0,False,False,True,0,89
1700406505.273427,5760.0,270.0,False,False,True,0,87
1700406505.4737659,640.0,-270.0,True,False,True,0,86
1700406505.680185,-0.0,135.0,True,False,True,0,85
1700406505.873138,2880.0,0.0,False,False,True,0,83
1700406506.0795672,4480.0,-405.0,False,False,True,0,81
1700406506.2766159,2560.0,0.0,False,False,True,0,79
1700406506.474077,-0.0,0.0,True,False,True,0,78
1700406506.678858,4160.0,-405.0,False,False,True,0,76
1700406506.8746722,2880.0,-270.0,False,False,True,0,74
1700406507.0768619,3200.0,540.0,False,False,True,0,72
1700406507.2758138,2240.0,270.0,False,False,True,0,70
1700406507.4763992,2240.0,405.0,False,False,True,1,68
1700406507.678841,2880.0,405.0,False,False,True,2,66
1700406507.874308,960.0,675.0,True,False,True,2,65
1700406508.079359,1280.0,945.0,True,False,True,2,64
1700406508.2754931,1600.0,945.0,True,False,True,3,63
1700406508.442975,-0.0,675.0,True,False,True,4,62
1700406508.641848,960.0,405.0,True,False,True,4,61
1700406508.849783,960.0,810.0,True,False,True,4,60
1700406509.0422752,1280.0,945.0,True,False,True,5,59
1700406509.248322,640.0,540.0,True,False,True,5,58
1700406509.439877,1280.0,810.0,True,False,False,6,59
1700406509.612315,1600.0,405.0,True,False,False,6,60
1700406509.8093271,1920.0,405.0,True,False,False,6,61
1700406510.01147,1920.0,405.0,True,False,False,7,62
1700406510.208408,1920.0,270.0,True,False,False,7,63
1700406510.377258,2240.0,0.0,False,False,False,7,63
1700406510.574257,640.0,1080.0,True,False,False,8,64
1700406510.784607,3520.0,540.0,False,False,False,9,64
1700406510.980308,1280.0,405.0,True,False,False,9,65
1700406511.1742332,2240.0,135.0,False,False,False,9,65
1700406511.379439,3200.0,540.0,False,False,False,9,65
1700406511.578227,2240.0,270.0,False,False,False,9,65
1700406511.77712,2240.0,405.0,False,False,False,9,65
1700406511.978092,1600.0,405.0,True,False,False,9,66
1700406512.178711,1280.0,270.0,True,False,False,9,67
1700406512.3803551,-0.0,1080.0,True,False,False,10,68
1700406512.578215,2560.0,1080.0,False,False,False,11,68
1700406512.779336,960.0,675.0,True,False,False,11,69
1700406512.977043,960.0,540.0,True,False,False,11,70
1700406513.180563,1920.0,405.0,True,False,False,11,71
1700406513.376024,1600.0,405.0,True,False,False,11,72
1700406513.579961,1920.0,675.0,True,False,False,12,73
1700406513.781014,2240.0,675.0,False,False,False,12,73
1700406513.978407,960.0,405.0,True,False,False,12,74
1700406514.178563,1920.0,540.0,True,False,False,12,75
1700406514.358986,2240.0,675.0,False,False,False,12,75
1700406514.557222,1920.0,405.0,True,False,False,12,76
1700406514.7499242,-3200.0,1080.0,False,False,False,13,76
1700406514.944705,1920.0,540.0,True,False,False,14,77
1700406515.115662,1280.0,405.0,True,False,False,15,78
1700406515.315841,1280.0,540.0,True,False,False,15,79
1700406515.512702,2560.0,270.0,False,False,False,15,79
1700406515.713498,1280.0,540.0,True,False,False,15,80
1700406515.91118,1280.0,405.0,True,False,False,15,81
1700406516.115674,320.0,270.0,True,False,False,15,82
1700406516.317516,1600.0,270.0,True,False,False,15,83
1700406516.5177011,1280.0,0.0,True,False,False,15,84
1700406516.71124,1600.0,405.0,True,False,False,15,85
1700406516.880317,1920.0,540.0,True,False,False,15,86
1700406517.081669,1280.0,270.0,True,False,False,15,87
1700406517.2835,1280.0,270.0,True,False,False,15,88
1700406517.4824152,640.0,135.0,True,False,False,15,89
1700406517.6818612,640.0,405.0,True,False,False,15,90
1700406517.876034,1600.0,270.0,True,False,False,15,91
1700406518.087559,960.0,540.0,True,False,False,16,92
1700406518.283224,320.0,135.0,True,False,False,16,93
1700406518.484419,640.0,270.0,True,False,False,16,94
1700406518.687359,-0.0,270.0,True,False,False,16,95
1700406518.8791769,1280.0,405.0,True,False,False,17,96
1700406519.087229,-4800.0,1215.0,False,False,False,18,96
1700406519.280753,-6400.0,1485.0,False,False,False,19,96
1700406519.482582,1280.0,270.0,True,False,False,20,97
1700406519.681807,-0.0,540.0,True,False,False,20,98
1700406519.8853471,960.0,270.0,True,False,False,20,99
1700406520.085213,-960.0,135.0,True,True,False,21,99
