Timestamp,Normalized X,Normalized Y,On Screen,Awake,Blinking,Blinks,Score
1700405668.6955562,80.0,720.0,True,False,True,0,99
1700405668.8956501,-160.0,540.0,True,False,True,0,98
1700405669.097235,-160.0,540.0,True,False,True,0,97
1700405669.301294,-0.0,720.0,True,False,True,0,96
1700405669.495008,1040.0,1260.0,False,False,True,0,94
1700405669.700018,800.0,180.0,True,False,True,0,93
1700405669.894902,960.0,180.0,True,False,True,0,92
1700405670.0995562,1520.0,1080.0,True,False,True,0,91
1700405670.300152,960.0,360.0,True,False,True,0,90
1700405670.5009909,1040.0,1260.0,False,False,True,1,88
1700405670.70187,1520.0,1260.0,False,False,True,1,86
1700405670.897813,1280.0,900.0,True,False,True,1,85
1700405671.101342,880.0,720.0,True,False,True,1,84
1700405671.2982268,1440.0,1800.0,False,False,True,1,82
1700405671.502609,1360.0,900.0,True,False,True,1,81
1700405671.702622,1120.0,720.0,True,False,True,1,80
1700405671.893624,480.0,720.0,True,False,True,1,79
1700405672.060205,800.0,360.0,True,False,True,1,78
1700405672.229274,1120.0,360.0,True,False,True,1,77
1700405672.432516,880.0,0.0,True,False,True,1,76
1700405672.632214,720.0,0.0,True,False,True,1,75
1700405672.836731,640.0,-180.0,True,False,True,1,74
1700405673.039285,640.0,360.0,True,False,True,1,73
1700405673.233035,80.0,360.0,True,False,True,1,72
1700405673.431326,-0.0,900.0,True,False,True,1,71
1700405673.631388,1280.0,180.0,True,False,True,1,70
1700405673.797753,1360.0,540.0,True,False,True,1,69
1700405673.99722,1040.0,720.0,True,False,True,1,68
1700405674.202179,720.0,360.0,True,False,True,1,67
1700405674.399881,640.0,-180.0,True,False,True,1,66
1700405674.6020522,240.0,-360.0,True,False,True,1,65
1700405674.8016179,560.0,-360.0,True,False,True,1,64
1700405674.9975371,80.0,-540.0,True,False,True,1,63
1700405675.202214,400.0,-720.0,True,False,True,1,62
1700405675.400311,-0.0,-180.0,True,False,True,1,61
1700405675.600511,400.0,180.0,True,False,True,1,60
1700405675.8003561,400.0,-360.0,True,False,True,1,59
1700405676.000059,320.0,-540.0,True,False,True,1,58
1700405676.204576,400.0,0.0,True,False,True,1,57
1700405676.400239,560.0,180.0,True,False,True,1,56
1700405676.567979,1600.0,1080.0,True,False,True,1,55
1700405676.769102,1440.0,900.0,True,False,True,1,54
1700405676.967948,800.0,900.0,True,False,True,1,53
1700405677.1674151,1040.0,540.0,True,False,True,1,52
1700405677.3685079,1680.0,900.0,True,False,True,1,51
1700405677.568749,1840.0,720.0,True,False,True,1,50
1700405677.769124,1760.0,360.0,True,False,True,1,49
1700405677.970693,1680.0,360.0,True,False,True,1,48
1700405678.167476,2000.0,540.0,False,False,True,1,46
1700405678.367239,-640.0,1620.0,False,False,True,1,44
1700405678.5692842,1280.0,900.0,True,False,True,1,43
1700405678.77198,1360.0,1260.0,False,False,True,1,41
1700405678.967716,960.0,-900.0,True,False,True,1,40
1700405679.168812,3280.0,1260.0,False,False,True,1,38
1700405679.3670442,3200.0,1260.0,False,False,True,1,36
1700405679.5669901,2800.0,900.0,False,False,True,1,34
1700405679.767783,2400.0,540.0,False,False,True,1,32
1700405679.969067,1440.0,1260.0,False,False,True,2,30
1700405680.170314,-0.0,-360.0,True,False,True,2,29
1700405680.369875,1280.0,360.0,True,False,True,2,28
1700405680.5684311,560.0,0.0,True,False,True,2,27
1700405680.771285,1040.0,900.0,True,False,True,2,26
1700405680.9705338,1200.0,360.0,True,False,True,2,25
1700405681.172603,1200.0,0.0,True,False,True,2,24
1700405681.367188,1280.0,540.0,True,False,True,2,23
